Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	230	26.136363636363637	0.0061863905161323885	ENSG00000111913, ENSG00000104267, ENSG00000133706, ENSG00000162825, ENSG00000138834, ENSG00000132970, ENSG00000152465, ENSG00000088808, ENSG00000004897, ENSG00000206053, ENSG00000168497, ENSG00000084693, ENSG00000039523, ENSG00000100341, ENSG00000183655, ENSG00000012048, ENSG00000106443, ENSG00000108861, ENSG00000025800, ENSG00000130203, ENSG00000270629, ENSG00000105227, ENSG00000171791, ENSG00000149043, ENSG00000179833, ENSG00000132740, ENSG00000100219, ENSG00000120885, ENSG00000133392, ENSG00000182795, ENSG00000015568, ENSG00000123473, ENSG00000141564, ENSG00000213366, ENSG00000132953, ENSG00000110721, ENSG00000171680, ENSG00000044459, ENSG00000159873, ENSG00000115053, ENSG00000053372, ENSG00000053371, ENSG00000120616, ENSG00000115290, ENSG00000033327, ENSG00000099917, ENSG00000164116, ENSG00000100362, ENSG00000075826, ENSG00000134108, ENSG00000184507, ENSG00000134905, ENSG00000099910, ENSG00000131196, ENSG00000110031, ENSG00000159625, ENSG00000166783, ENSG00000204764, ENSG00000277363, ENSG00000149269, ENSG00000188677, ENSG00000183785, ENSG00000140577, ENSG00000090659, ENSG00000166548, ENSG00000140575, ENSG00000221926, ENSG00000213741, ENSG00000151693, ENSG00000175387, ENSG00000130758, ENSG00000170374, ENSG00000132256, ENSG00000164134, ENSG00000166796, ENSG00000029993, ENSG00000182481, ENSG00000153071, ENSG00000100784, ENSG00000074319, ENSG00000150594, ENSG00000174744, ENSG00000186153, ENSG00000197959, ENSG00000107282, ENSG00000254440, ENSG00000124766, ENSG00000165478, ENSG00000153179, ENSG00000165916, ENSG00000170271, ENSG00000163737, ENSG00000105219, ENSG00000174996, ENSG00000198844, ENSG00000180190, ENSG00000005249, ENSG00000084112, ENSG00000119707, ENSG00000185532, ENSG00000277791, ENSG00000134548, ENSG00000135638, ENSG00000105568, ENSG00000124181, ENSG00000103942, ENSG00000141858, ENSG00000150456, ENSG00000113742, ENSG00000198948, ENSG00000088826, ENSG00000121236, ENSG00000163993, ENSG00000163995, ENSG00000024422, ENSG00000072864, ENSG00000150681, ENSG00000105877, ENSG00000136938, ENSG00000147394, ENSG00000154240, ENSG00000072062, ENSG00000065534, ENSG00000067715, ENSG00000119487, ENSG00000120907, ENSG00000176953, ENSG00000100629, ENSG00000166233, ENSG00000141298, ENSG00000168772, ENSG00000204710, ENSG00000126457, ENSG00000126215, ENSG00000186642, ENSG00000169629, ENSG00000167207, ENSG00000233276, ENSG00000126456, ENSG00000176390, ENSG00000126214, ENSG00000162434, ENSG00000102230, ENSG00000131016, ENSG00000133317, ENSG00000113924, ENSG00000173210, ENSG00000176046, ENSG00000105507, ENSG00000153944, ENSG00000173457, ENSG00000132466, ENSG00000091009, ENSG00000089177, ENSG00000167216, ENSG00000126467, ENSG00000140992, ENSG00000174791, ENSG00000196588, ENSG00000157851, ENSG00000169083, ENSG00000166135, ENSG00000134294, ENSG00000128739, ENSG00000127527, ENSG00000126432, ENSG00000101162, ENSG00000125351, ENSG00000126561, ENSG00000010292, ENSG00000169891, ENSG00000111640, ENSG00000106617, ENSG00000111642, ENSG00000113140, ENSG00000165972, ENSG00000055163, ENSG00000134184, ENSG00000182732, ENSG00000104671, ENSG00000187867, ENSG00000108669, ENSG00000181541, ENSG00000140836, ENSG00000095303, ENSG00000159339, ENSG00000179902, ENSG00000170776, ENSG00000205726, ENSG00000183054, ENSG00000103657, ENSG00000167925, ENSG00000165506, ENSG00000182521, ENSG00000166831, ENSG00000152495, ENSG00000154310, ENSG00000053918, ENSG00000197442, ENSG00000111142, ENSG00000171634, ENSG00000008128, ENSG00000084764, ENSG00000162482, ENSG00000006062, ENSG00000158352, ENSG00000155085, ENSG00000219435, ENSG00000121774, ENSG00000166963, ENSG00000196262, ENSG00000180354, ENSG00000172175, ENSG00000099204, ENSG00000110887, ENSG00000133169, ENSG00000027075, ENSG00000230667, ENSG00000090621, ENSG00000167705, ENSG00000239920, ENSG00000050748, ENSG00000133739, ENSG00000176783, ENSG00000149187, ENSG00000173153, ENSG00000179134, ENSG00000290918, ENSG00000166747, ENSG00000161970	732	5593	20580	1.1561583126449047	0.9750862466237423	0.3668578780225546	0.36500817443588623
INTERPRO	IPR000261:EPS15 homology (EH)	4	0.45454545454545453	0.006365586066544986	ENSG00000205726, ENSG00000024422, ENSG00000169891, ENSG00000127527	699	11	19176	9.975809598127194	0.9993238672950033	1.0	1.0
SMART	SM00027:EH	4	0.45454545454545453	0.006451853219717563	ENSG00000205726, ENSG00000024422, ENSG00000169891, ENSG00000127527	381	11	10379	9.905989024099261	0.820086741488194	0.8548705516125771	0.8548705516125771
GOTERM_CC_DIRECT	GO:0097546~ciliary base	7	0.7954545454545454	0.006782246484450589	ENSG00000101052, ENSG00000053918, ENSG00000204104, ENSG00000072062, ENSG00000105948, ENSG00000032742, ENSG00000005249	732	48	20580	4.100068306010929	0.9825633944078277	0.3668578780225546	0.36500817443588623
GOTERM_BP_DIRECT	GO:0030168~platelet activation	8	0.9090909090909091	0.007059533987969782	ENSG00000010278, ENSG00000150594, ENSG00000169313, ENSG00000196262, ENSG00000161911, ENSG00000163737, ENSG00000109272, ENSG00000203618	681	64	19333	3.548641703377386	0.9999999997223544	1.0	1.0
GOTERM_BP_DIRECT	GO:0007173~epidermal growth factor receptor signaling pathway	7	0.7954545454545454	0.0071574607414377515	ENSG00000124181, ENSG00000169891, ENSG00000100784, ENSG00000089177, ENSG00000140992, ENSG00000140575, ENSG00000138798	681	49	19333	4.055590518145584	0.9999999997956146	1.0	1.0
GOTERM_MF_DIRECT	GO:0070615~nucleosome-dependent ATPase activity	6	0.6818181818181818	0.00720585939559906	ENSG00000173575, ENSG00000111642, ENSG00000124177, ENSG00000285238, ENSG00000282034, ENSG00000080603	687	34	18908	4.85692268173645	0.9982143157851634	1.0	1.0
INTERPRO	IPR000330:SNF2-related	6	0.6818181818181818	0.007304692373960325	ENSG00000173575, ENSG00000111642, ENSG00000124177, ENSG00000285238, ENSG00000282034, ENSG00000080603	699	34	19176	4.8412017167381975	0.9997705687421843	1.0	1.0
GOTERM_BP_DIRECT	GO:0007614~short-term memory	4	0.45454545454545453	0.007514667335014346	ENSG00000175344, ENSG00000165186, ENSG00000174576, ENSG00000132386	681	12	19333	9.463044542339695	0.9999999999331585	1.0	1.0
INTERPRO	IPR015792:Kinesin light chain repeat	3	0.3409090909090909	0.007559640733186823	ENSG00000174996, ENSG00000256500, ENSG00000126214	699	4	19176	20.57510729613734	0.9998289398098891	1.0	1.0
INTERPRO	IPR014876:DEK, C-terminal	3	0.3409090909090909	0.007559640733186823	ENSG00000141298, ENSG00000084112, ENSG00000124795	699	4	19176	20.57510729613734	0.9998289398098891	1.0	1.0
GOTERM_BP_DIRECT	GO:0006541~glutamine metabolic process	5	0.5681818181818182	0.00788366640819919	ENSG00000111371, ENSG00000166840, ENSG00000131459, ENSG00000178921, ENSG00000070669	681	23	19333	6.171550788482411	0.9999999999789412	1.0	1.0
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	15	1.7045454545454544	0.008482984963199542	ENSG00000240247, ENSG00000163737, ENSG00000174231, ENSG00000003436, ENSG00000117586, ENSG00000100219, ENSG00000109272, ENSG00000134371, ENSG00000147465, ENSG00000148346, ENSG00000163735, ENSG00000163736, ENSG00000168329, ENSG00000167207, ENSG00000106366	681	193	19333	2.206409349250188	0.9999999999967765	1.0	1.0
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	24	2.727272727272727	0.00880570925279827	ENSG00000134108, ENSG00000105223, ENSG00000129354, ENSG00000173264, ENSG00000072121, ENSG00000135916, ENSG00000176641, ENSG00000174996, ENSG00000169682, ENSG00000040487, ENSG00000138798, ENSG00000188089, ENSG00000117298, ENSG00000119899, ENSG00000100568, ENSG00000153071, ENSG00000101974, ENSG00000166747, ENSG00000167716, ENSG00000167705, ENSG00000108774, ENSG00000110719, ENSG00000108960, ENSG00000141564	732	377	20580	1.7897986693916597	0.9948181939818277	0.4098599654619077	0.407793444627646
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	16	1.8181818181818181	0.008983127242365694	ENSG00000135638, ENSG00000154188, ENSG00000175387, ENSG00000124181, ENSG00000169083, ENSG00000283632, ENSG00000127528, ENSG00000107282, ENSG00000083896, ENSG00000153815, ENSG00000167693, ENSG00000204852, ENSG00000126457, ENSG00000165506, ENSG00000123473, ENSG00000277258	681	214	19333	2.1225520468799317	0.9999999999993274	1.0	1.0
GOTERM_MF_DIRECT	GO:0005044~scavenger receptor activity	7	0.7954545454545454	0.00912779879123567	ENSG00000177575, ENSG00000177675, ENSG00000158270, ENSG00000205403, ENSG00000074660, ENSG00000134013, ENSG00000244486	687	50	18908	3.8531586608442505	0.9996723282932704	1.0	1.0
GOTERM_CC_DIRECT	GO:0043005~neuron projection	24	2.727272727272727	0.009137359441899227	ENSG00000185518, ENSG00000053918, ENSG00000105568, ENSG00000175344, ENSG00000094755, ENSG00000095303, ENSG00000105948, ENSG00000113742, ENSG00000067715, ENSG00000150672, ENSG00000117400, ENSG00000072071, ENSG00000143545, ENSG00000205726, ENSG00000055163, ENSG00000226306, ENSG00000101856, ENSG00000182175, ENSG00000147465, ENSG00000168329, ENSG00000166963, ENSG00000126464, ENSG00000182732, ENSG00000140575	732	379	20580	1.7803538215320733	0.9957537536241771	0.4098599654619077	0.407793444627646
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	39	4.431818181818182	0.009382917319081542	ENSG00000101493, ENSG00000130598, ENSG00000175387, ENSG00000140836, ENSG00000169083, ENSG00000080603, ENSG00000133740, ENSG00000138798, ENSG00000132256, ENSG00000140682, ENSG00000167941, ENSG00000164134, ENSG00000167565, ENSG00000120616, ENSG00000127528, ENSG00000204859, ENSG00000070018, ENSG00000012048, ENSG00000160973, ENSG00000176390, ENSG00000074319, ENSG00000152495, ENSG00000130203, ENSG00000176046, ENSG00000197442, ENSG00000173153, ENSG00000111642, ENSG00000131196, ENSG00000179833, ENSG00000198914, ENSG00000084764, ENSG00000149948, ENSG00000182393, ENSG00000102974, ENSG00000147862, ENSG00000124766, ENSG00000108510, ENSG00000162367, ENSG00000221926	681	724	19333	1.5292489108477134	0.9999999999998079	1.0	1.0
GOTERM_CC_DIRECT	GO:0005667~transcription factor complex	17	1.9318181818181817	0.009643763893221358	ENSG00000175387, ENSG00000140836, ENSG00000066336, ENSG00000004487, ENSG00000116679, ENSG00000174576, ENSG00000131196, ENSG00000167081, ENSG00000133169, ENSG00000118156, ENSG00000133740, ENSG00000164134, ENSG00000165702, ENSG00000103479, ENSG00000124766, ENSG00000160973, ENSG00000162367	732	234	20580	2.042524870393723	0.9968673840152558	0.4098599654619077	0.407793444627646
KEGG_PATHWAY	hsa01524:Platinum drug resistance	9	1.0227272727272727	0.010292163715137222	ENSG00000213366, ENSG00000134184, ENSG00000171791, ENSG00000197442, ENSG00000002330, ENSG00000105221, ENSG00000012048, ENSG00000134201, ENSG00000140992	341	73	8205	2.9664966054714177	0.9527319558093431	1.0	1.0
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	59	6.704545454545455	0.010336305198546466	ENSG00000175387, ENSG00000140836, ENSG00000170374, ENSG00000174576, ENSG00000167081, ENSG00000176953, ENSG00000165462, ENSG00000153071, ENSG00000165702, ENSG00000100784, ENSG00000167207, ENSG00000126453, ENSG00000146147, ENSG00000012048, ENSG00000176390, ENSG00000126456, ENSG00000160973, ENSG00000124795, ENSG00000025800, ENSG00000153187, ENSG00000173210, ENSG00000110651, ENSG00000004487, ENSG00000171634, ENSG00000186153, ENSG00000100219, ENSG00000147862, ENSG00000124766, ENSG00000162367, ENSG00000165916, ENSG00000163737, ENSG00000196267, ENSG00000196588, ENSG00000133169, ENSG00000169083, ENSG00000119547, ENSG00000115053, ENSG00000120616, ENSG00000127528, ENSG00000230667, ENSG00000070018, ENSG00000124177, ENSG00000134548, ENSG00000126561, ENSG00000198353, ENSG00000173153, ENSG00000066336, ENSG00000176105, ENSG00000131196, ENSG00000198914, ENSG00000144655, ENSG00000149948, ENSG00000167232, ENSG00000182175, ENSG00000054356, ENSG00000275023, ENSG00000108510, ENSG00000140577, ENSG00000167711	681	1210	19333	1.3842635404910135	0.9999999999999903	1.0	1.0
INTERPRO	IPR001089:CXC chemokine	4	0.45454545454545453	0.010451158963969096	ENSG00000163737, ENSG00000109272, ENSG00000163735, ENSG00000163736	699	13	19176	8.44106965995378	0.9999939080122591	1.0	1.0
INTERPRO	IPR018048:CXC chemokine, conserved site	4	0.45454545454545453	0.010451158963969096	ENSG00000163737, ENSG00000109272, ENSG00000163735, ENSG00000163736	699	13	19176	8.44106965995378	0.9999939080122591	1.0	1.0
GOTERM_MF_DIRECT	GO:0005515~protein binding	487	55.34090909090909	0.01061446406093512	ENSG00000104941, ENSG00000111237, ENSG00000156265, ENSG00000184619, ENSG00000162825, ENSG00000137507, ENSG00000196961, ENSG00000138834, ENSG00000198900, ENSG00000111231, ENSG00000109272, ENSG00000168497, ENSG00000126858, ENSG00000205403, ENSG00000100341, ENSG00000124795, ENSG00000025800, ENSG00000171791, ENSG00000110011, ENSG00000170579, ENSG00000100219, ENSG00000133392, ENSG00000182795, ENSG00000123473, ENSG00000213366, ENSG00000154188, ENSG00000163935, ENSG00000121380, ENSG00000198920, ENSG00000172530, ENSG00000159873, ENSG00000075151, ENSG00000166091, ENSG00000111371, ENSG00000053372, ENSG00000172889, ENSG00000053371, ENSG00000182463, ENSG00000273559, ENSG00000127920, ENSG00000033327, ENSG00000134108, ENSG00000134109, ENSG00000184507, ENSG00000104714, ENSG00000066336, ENSG00000131196, ENSG00000110031, ENSG00000135677, ENSG00000159625, ENSG00000149948, ENSG00000011304, ENSG00000100479, ENSG00000100359, ENSG00000124302, ENSG00000100354, ENSG00000054356, ENSG00000183785, ENSG00000146676, ENSG00000090659, ENSG00000221926, ENSG00000135525, ENSG00000090013, ENSG00000170374, ENSG00000174851, ENSG00000132256, ENSG00000172548, ENSG00000124635, ENSG00000182481, ENSG00000167088, ENSG00000153071, ENSG00000100784, ENSG00000185513, ENSG00000214026, ENSG00000153187, ENSG00000132386, ENSG00000134201, ENSG00000174744, ENSG00000197959, ENSG00000107282, ENSG00000184650, ENSG00000204104, ENSG00000147862, ENSG00000163735, ENSG00000144231, ENSG00000163736, ENSG00000124766, ENSG00000153179, ENSG00000131149, ENSG00000163737, ENSG00000174871, ENSG00000165916, ENSG00000170271, ENSG00000165915, ENSG00000162408, ENSG00000174996, ENSG00000198844, ENSG00000005249, ENSG00000169169, ENSG00000100568, ENSG00000185532, ENSG00000162413, ENSG00000102984, ENSG00000143376, ENSG00000182149, ENSG00000185518, ENSG00000134548, ENSG00000135638, ENSG00000132005, ENSG00000103942, ENSG00000197860, ENSG00000113742, ENSG00000196415, ENSG00000171136, ENSG00000198948, ENSG00000121236, ENSG00000204323, ENSG00000123415, ENSG00000102974, ENSG00000163993, ENSG00000070985, ENSG00000162664, ENSG00000024422, ENSG00000187607, ENSG00000111639, ENSG00000072864, ENSG00000111875, ENSG00000136938, ENSG00000134871, ENSG00000197415, ENSG00000118156, ENSG00000119487, ENSG00000176715, ENSG00000117298, ENSG00000117174, ENSG00000204710, ENSG00000165702, ENSG00000186642, ENSG00000186889, ENSG00000162434, ENSG00000131016, ENSG00000113924, ENSG00000173210, ENSG00000110536, ENSG00000004487, ENSG00000215717, ENSG00000110651, ENSG00000213658, ENSG00000173575, ENSG00000174306, ENSG00000132466, ENSG00000010278, ENSG00000144677, ENSG00000082781, ENSG00000121335, ENSG00000123636, ENSG00000122786, ENSG00000203618, ENSG00000198883, ENSG00000174791, ENSG00000196588, ENSG00000157851, ENSG00000169083, ENSG00000283632, ENSG00000183273, ENSG00000101856, ENSG00000184361, ENSG00000160392, ENSG00000101974, ENSG00000187634, ENSG00000237651, ENSG00000109689, ENSG00000174684, ENSG00000213995, ENSG00000010292, ENSG00000111641, ENSG00000111640, ENSG00000196214, ENSG00000111642, ENSG00000173113, ENSG00000177710, ENSG00000224470, ENSG00000181090, ENSG00000144655, ENSG00000163792, ENSG00000055163, ENSG00000108590, ENSG00000010295, ENSG00000185681, ENSG00000182175, ENSG00000187867, ENSG00000070669, ENSG00000108669, ENSG00000130598, ENSG00000198780, ENSG00000095303, ENSG00000173486, ENSG00000174576, ENSG00000119684, ENSG00000244486, ENSG00000172159, ENSG00000133740, ENSG00000205726, ENSG00000204872, ENSG00000165506, ENSG00000165501, ENSG00000166831, ENSG00000106366, ENSG00000151164, ENSG00000130368, ENSG00000154310, ENSG00000053918, ENSG00000176641, ENSG00000131459, ENSG00000197442, ENSG00000156858, ENSG00000084764, ENSG00000162482, ENSG00000141485, ENSG00000143545, ENSG00000118007, ENSG00000183287, ENSG00000160188, ENSG00000121774, ENSG00000108774, ENSG00000166963, ENSG00000162366, ENSG00000162367, ENSG00000196262, ENSG00000172175, ENSG00000174231, ENSG00000110887, ENSG00000184281, ENSG00000166971, ENSG00000161281, ENSG00000167941, ENSG00000102900, ENSG00000167705, ENSG00000204859, ENSG00000167703, ENSG00000128266, ENSG00000129235, ENSG00000151023, ENSG00000197461, ENSG00000050748, ENSG00000129354, ENSG00000135916, ENSG00000176783, ENSG00000149187, ENSG00000173153, ENSG00000196498, ENSG00000156959, ENSG00000146909, ENSG00000143401, ENSG00000083896, ENSG00000100711, ENSG00000166747, ENSG00000167716, ENSG00000167711, ENSG00000178971, ENSG00000111913, ENSG00000104267, ENSG00000175344, ENSG00000198464, ENSG00000133706, ENSG00000152465, ENSG00000088808, ENSG00000004897, ENSG00000206053, ENSG00000187699, ENSG00000039523, ENSG00000106443, ENSG00000012048, ENSG00000277258, ENSG00000108861, ENSG00000105223, ENSG00000130203, ENSG00000270629, ENSG00000105227, ENSG00000229183, ENSG00000276293, ENSG00000179833, ENSG00000176208, ENSG00000132740, ENSG00000145920, ENSG00000186591, ENSG00000120885, ENSG00000104131, ENSG00000105221, ENSG00000277149, ENSG00000141564, ENSG00000132953, ENSG00000148187, ENSG00000002330, ENSG00000119862, ENSG00000178999, ENSG00000177548, ENSG00000115053, ENSG00000167741, ENSG00000164597, ENSG00000120616, ENSG00000165682, ENSG00000115290, ENSG00000110717, ENSG00000105011, ENSG00000070018, ENSG00000110719, ENSG00000099917, ENSG00000164116, ENSG00000103187, ENSG00000196296, ENSG00000198353, ENSG00000099910, ENSG00000148175, ENSG00000152558, ENSG00000176105, ENSG00000117586, ENSG00000166783, ENSG00000086967, ENSG00000164124, ENSG00000166780, ENSG00000277363, ENSG00000149269, ENSG00000188677, ENSG00000140577, ENSG00000140575, ENSG00000285077, ENSG00000151693, ENSG00000177324, ENSG00000128791, ENSG00000175387, ENSG00000074201, ENSG00000130758, ENSG00000108828, ENSG00000151575, ENSG00000140682, ENSG00000164134, ENSG00000029993, ENSG00000165462, ENSG00000054967, ENSG00000169704, ENSG00000074319, ENSG00000177575, ENSG00000198010, ENSG00000150594, ENSG00000116679, ENSG00000115464, ENSG00000117400, ENSG00000213619, ENSG00000186153, ENSG00000086300, ENSG00000108848, ENSG00000072121, ENSG00000179761, ENSG00000198168, ENSG00000074660, ENSG00000151553, ENSG00000119820, ENSG00000084112, ENSG00000119707, ENSG00000277791, ENSG00000108960, ENSG00000197183, ENSG00000105205, ENSG00000105568, ENSG00000212864, ENSG00000124181, ENSG00000141858, ENSG00000212747, ENSG00000135074, ENSG00000140416, ENSG00000148498, ENSG00000275023, ENSG00000102362, ENSG00000240247, ENSG00000150681, ENSG00000147394, ENSG00000072062, ENSG00000065413, ENSG00000065534, ENSG00000067715, ENSG00000120907, ENSG00000138798, ENSG00000166233, ENSG00000167565, ENSG00000166111, ENSG00000126457, ENSG00000126215, ENSG00000167207, ENSG00000176390, ENSG00000126456, ENSG00000126214, ENSG00000104660, ENSG00000126461, ENSG00000105982, ENSG00000176046, ENSG00000136026, ENSG00000105507, ENSG00000164181, ENSG00000153944, ENSG00000150672, ENSG00000072071, ENSG00000158270, ENSG00000153815, ENSG00000149564, ENSG00000167216, ENSG00000126467, ENSG00000140992, ENSG00000124491, ENSG00000101052, ENSG00000161911, ENSG00000139988, ENSG00000072042, ENSG00000166135, ENSG00000134294, ENSG00000127528, ENSG00000128739, ENSG00000148346, ENSG00000127527, ENSG00000103479, ENSG00000126432, ENSG00000184922, ENSG00000106852, ENSG00000125351, ENSG00000126561, ENSG00000217555, ENSG00000149782, ENSG00000124380, ENSG00000169891, ENSG00000106617, ENSG00000204120, ENSG00000171611, ENSG00000117983, ENSG00000113140, ENSG00000158373, ENSG00000101049, ENSG00000140612, ENSG00000168329, ENSG00000032742, ENSG00000182732, ENSG00000101470, ENSG00000180573, ENSG00000105711, ENSG00000181541, ENSG00000140836, ENSG00000159339, ENSG00000080603, ENSG00000171502, ENSG00000170776, ENSG00000166035, ENSG00000091732, ENSG00000184702, ENSG00000160973, ENSG00000149761, ENSG00000111142, ENSG00000171634, ENSG00000135378, ENSG00000169679, ENSG00000166046, ENSG00000006062, ENSG00000147465, ENSG00000103550, ENSG00000101493, ENSG00000180354, ENSG00000104765, ENSG00000099204, ENSG00000105856, ENSG00000169682, ENSG00000134013, ENSG00000113356, ENSG00000139946, ENSG00000133169, ENSG00000197903, ENSG00000174903, ENSG00000134371, ENSG00000027075, ENSG00000178150, ENSG00000090621, ENSG00000077549, ENSG00000179134, ENSG00000137413, ENSG00000228474, ENSG00000115760, ENSG00000137770, ENSG00000140932, ENSG00000161970, ENSG00000149503	687	12619	18908	1.062167178648495	0.9999119230244098	1.0	1.0
GOTERM_CC_DIRECT	GO:0015629~actin cytoskeleton	18	2.0454545454545454	0.010999578022613468	ENSG00000077549, ENSG00000173210, ENSG00000099204, ENSG00000147394, ENSG00000065534, ENSG00000130592, ENSG00000170776, ENSG00000196526, ENSG00000119547, ENSG00000185252, ENSG00000158352, ENSG00000277363, ENSG00000140416, ENSG00000188677, ENSG00000162614, ENSG00000122786, ENSG00000163995, ENSG00000140575	732	258	20580	1.9614944719786505	0.9986135514616246	0.43631659489700086	0.4341166792924782
GOTERM_BP_DIRECT	GO:0035176~social behavior	7	0.7954545454545454	0.011412469082059503	ENSG00000053918, ENSG00000165186, ENSG00000174576, ENSG00000168329, ENSG00000224470, ENSG00000184702, ENSG00000141564	681	54	19333	3.6800728775765488	0.9999999999999997	1.0	1.0
GOTERM_BP_DIRECT	GO:0016441~posttranscriptional gene silencing	3	0.3409090909090909	0.01150983107972288	ENSG00000166783, ENSG00000149187, ENSG00000204120	681	5	19333	17.033480176211455	0.9999999999999998	1.0	1.0
GOTERM_BP_DIRECT	GO:0030595~leukocyte chemotaxis	4	0.45454545454545453	0.011799656158497268	ENSG00000196262, ENSG00000163737, ENSG00000168329, ENSG00000210082	681	14	19333	8.111181036291168	0.9999999999999999	1.0	1.0
GOTERM_MF_DIRECT	GO:0050750~low-density lipoprotein particle receptor binding	5	0.5681818181818182	0.01184183117555588	ENSG00000130203, ENSG00000120885, ENSG00000153071, ENSG00000196961, ENSG00000067715	687	25	18908	5.504512372634643	0.9999702725924932	1.0	1.0
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	25	2.840909090909091	0.012235175361512377	ENSG00000154146, ENSG00000157851, ENSG00000005249, ENSG00000111371, ENSG00000205726, ENSG00000134294, ENSG00000101856, ENSG00000100568, ENSG00000070018, ENSG00000100362, ENSG00000131016, ENSG00000150594, ENSG00000130203, ENSG00000125351, ENSG00000053918, ENSG00000105568, ENSG00000103942, ENSG00000117400, ENSG00000277363, ENSG00000147465, ENSG00000054356, ENSG00000148498, ENSG00000070985, ENSG00000166963, ENSG00000141564	732	411	20580	1.7101431933309403	0.9993410293620332	0.4549955837562415	0.4527014883759579
INTERPRO	IPR003081:Glutathione S-transferase, Mu class	3	0.3409090909090909	0.012296374309017283	ENSG00000213366, ENSG00000134184, ENSG00000134201	699	5	19176	16.46008583690987	0.9999992784629189	1.0	1.0
GOTERM_MF_DIRECT	GO:0045236~CXCR chemokine receptor binding	4	0.45454545454545453	0.015614703029668556	ENSG00000163737, ENSG00000109272, ENSG00000163735, ENSG00000163736	687	15	18908	7.339349830179525	0.99999895412796	1.0	1.0
GOTERM_BP_DIRECT	GO:1901216~positive regulation of neuron death	6	0.6818181818181818	0.016940947255742824	ENSG00000130203, ENSG00000120885, ENSG00000084112, ENSG00000197442, ENSG00000002330, ENSG00000088808	681	43	19333	3.961274459584059	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1902166~negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	4	0.45454545454545453	0.017231550066457366	ENSG00000171791, ENSG00000004487, ENSG00000126453, ENSG00000176208	681	16	19333	7.097283406754772	1.0	1.0	1.0
INTERPRO	IPR002483:PWI domain	3	0.3409090909090909	0.01800233336265251	ENSG00000119707, ENSG00000091009, ENSG00000275740	699	6	19176	13.716738197424892	0.9999999990400447	1.0	1.0
GOTERM_MF_DIRECT	GO:0003677~DNA binding	64	7.2727272727272725	0.01922772629645292	ENSG00000177324, ENSG00000180573, ENSG00000175387, ENSG00000170374, ENSG00000167081, ENSG00000285238, ENSG00000198900, ENSG00000080603, ENSG00000124635, ENSG00000168772, ENSG00000029993, ENSG00000165462, ENSG00000126215, ENSG00000182521, ENSG00000012048, ENSG00000176390, ENSG00000126456, ENSG00000160973, ENSG00000277258, ENSG00000074319, ENSG00000124795, ENSG00000153187, ENSG00000176046, ENSG00000173575, ENSG00000174306, ENSG00000176208, ENSG00000132740, ENSG00000100219, ENSG00000123636, ENSG00000147862, ENSG00000121774, ENSG00000162367, ENSG00000108848, ENSG00000105856, ENSG00000172530, ENSG00000169083, ENSG00000148826, ENSG00000197903, ENSG00000115053, ENSG00000127528, ENSG00000182463, ENSG00000124177, ENSG00000135638, ENSG00000106852, ENSG00000132005, ENSG00000126561, ENSG00000198353, ENSG00000196498, ENSG00000105968, ENSG00000211459, ENSG00000196214, ENSG00000131196, ENSG00000111642, ENSG00000282034, ENSG00000224470, ENSG00000139154, ENSG00000149948, ENSG00000164002, ENSG00000011304, ENSG00000123415, ENSG00000100479, ENSG00000158373, ENSG00000162664, ENSG00000221926	687	1336	18908	1.3184460772777589	0.999999958105461	1.0	1.0
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	10	1.1363636363636365	0.01997038156904575	ENSG00000102230, ENSG00000188089, ENSG00000050748, ENSG00000197461, ENSG00000110721, ENSG00000124181, ENSG00000132970, ENSG00000105221, ENSG00000140992, ENSG00000138798	341	98	8205	2.455263630378838	0.9973964595305146	1.0	1.0
GOTERM_BP_DIRECT	GO:0035720~intraciliary anterograde transport	4	0.45454545454545453	0.020387431912976085	ENSG00000101052, ENSG00000204104, ENSG00000105948, ENSG00000032742	681	17	19333	6.679796147533903	1.0	1.0	1.0
UP_KW_DOMAIN	KW-0802~TPR repeat	13	1.4772727272727273	0.020497199157858588	ENSG00000197860, ENSG00000165917, ENSG00000174996, ENSG00000174521, ENSG00000105948, ENSG00000004897, ENSG00000168026, ENSG00000164134, ENSG00000183054, ENSG00000169629, ENSG00000015568, ENSG00000032742, ENSG00000126214	524	170	14486	2.1140323304894477	0.4163563878803297	0.17804100392652225	0.17804100392652225
